code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,KDJ,BIGVOLUME
002279,久其软件,软件服务,北京,105.28,18243.93,54149.19,249831.59,103495.63,23008.63,101082.3,1.87,0.141,3.73,5.29,20090811,0,0
600391,成发科技,航空,四川,240.48,33012.94,33012.94,539191.5,332045.91,152733.98,101153.42,3.06,0.12,5.24,7.36,20011212,0,0
600229,城市传媒,出版业,山东,44.64,42977.21,70209.6,280599.06,174222.56,26205.6,48495.8,0.69,0.215,2.84,4.51,20000309,0,1
600332,白云山,中成药,广东,29.5,107117.92,162579.09,2544887.5,1915259.63,192974.94,987513.88,6.07,0.8,10.69,2.39,20010206,0,0
600792,云煤能源,焦炭加工,云南,0.0,98992.35,98992.35,560598.19,124506.15,250888.3,183699.97,1.86,-0.025,2.75,2.3,19970123,0,0
000783,长江证券,证券,湖北,29.91,474239.22,552946.75,8833761.0,0.0,30376.94,1046600.5,1.89,0.35,4.55,2.76,19970731,0,1
000598,兴蓉环境,水务,四川,18.44,298621.88,298621.88,1636798.25,291703.28,535821.0,177996.69,0.6,0.254,2.96,2.11,19960529,0,0
600587,新华医疗,医疗保健,山东,51.87,40346.67,40642.8,1078769.13,610983.25,146840.73,159651.13,3.93,0.361,8.26,3.02,20020927,0,0
002501,利源精制,铝,吉林,21.35,66979.35,95121.52,1224257.5,190181.5,329781.22,160884.77,1.69,0.437,4.66,2.67,20101117,0,0
600754,锦江股份,酒店餐饮,上海,44.04,44724.07,95793.64,4493141.0,1010343.13,683082.06,883496.19,9.22,0.6,13.18,2.35,19961011,0,0
603288,海天味业,食品,广东,30.77,27174.66,270495.06,1117443.5,657336.81,345605.41,132568.86,0.49,0.76,3.4,9.1,20140211,0,0
600076,康欣新材,其他建材,山东,33.16,36553.6,103426.4,375013.28,195967.72,83799.59,51492.65,0.5,0.277,2.73,4.48,19970526,0,0
300024,机器人,专用机械,辽宁,114.54,139442.52,156023.95,698857.75,447311.44,49769.73,265032.78,1.7,0.159,3.45,7.04,20091030,0,1
600117,西宁特钢,特种钢,青海,0.0,74121.92,74121.92,2589159.0,593788.69,967105.69,39989.48,0.54,-0.472,0.97,6.13,19971015,0,0
002117,东港股份,广告包装,山东,54.26,36367.08,36377.76,193638.81,109304.67,59465.98,37918.1,1.04,0.41,3.99,7.42,20070302,0,0
002557,洽洽食品,食品,安徽,24.58,50700.0,50700.0,368040.97,211323.41,105534.11,158025.95,3.12,0.537,5.66,3.11,20110302,0,0
002491,通鼎互联,通信设备,江苏,40.05,111626.85,119184.27,636573.56,379587.5,106390.15,28214.21,0.24,0.329,2.37,7.43,20101021,0,0
002305,南国置业,区域地产,湖北,713.12,119111.35,173152.23,1967123.25,1921201.75,3015.95,130747.51,0.76,0.006,2.6,2.24,20091106,0,0
601231,环旭电子,元器件,上海,35.49,217592.34,217592.34,1571532.0,1305489.5,187861.02,198344.44,0.91,0.244,3.32,3.48,20120220,0,0
300132,青松股份,化工原料,福建,148.82,27550.32,38592.0,69183.06,30589.5,22854.01,8241.61,0.21,0.058,1.62,7.14,20101026,0,0
600186,莲花健康,食品,河南,0.0,106202.42,106202.42,235594.17,91541.61,42585.82,31854.78,0.3,-0.042,0.04,131.38,19980825,0,0
300033,同花顺,软件服务,浙江,40.78,26362.0,53760.0,379959.59,328104.03,39394.8,35677.57,0.66,1.344,4.56,16.02,20091225,0,0
600398,海澜之家,服饰,江苏,15.63,153121.95,449275.78,2262100.0,1727255.25,239218.7,201740.47,0.45,0.537,2.08,5.39,20001228,0,0
600168,武汉控股,水务,湖北,23.58,70956.96,70956.96,848527.38,188514.38,533536.63,151263.94,2.13,0.355,6.38,1.75,19980427,0,0
002096,南岭民爆,化工原料,湖南,109.25,37085.19,37128.69,413237.22,221714.22,89793.67,64814.6,1.75,0.115,5.85,2.87,20061222,0,0
000920,南方汇通,环境保护,贵州,64.12,42189.28,42200.0,175916.77,45264.76,44157.3,1988.68,0.05,0.192,2.32,7.08,19990616,0,0
300481,濮阳惠成,化工原料,河南,111.58,7294.0,16000.0,47180.94,24987.82,12074.9,7946.2,0.5,0.293,2.74,15.88,20150630,0,1
002134,天津普林,元器件,天津,0.0,24584.98,24584.98,67490.65,31991.35,21674.32,30227.06,1.23,-0.178,1.95,8.35,20070516,0,0
000539,粤电力Ａ,火力发电,广东,14.29,255390.92,525028.38,7161943.0,1194051.0,4350210.5,500774.66,0.95,0.281,4.56,1.18,19931126,0,0
000572,海马汽车,汽车整车,海南,31.58,164209.52,164463.64,1666779.0,582840.13,297428.66,376545.72,2.29,0.127,4.55,1.18,19940808,0,0
000753,漳州发展,汽车服务,福建,218.26,81935.53,88414.65,464577.41,355531.78,27427.15,17653.11,0.2,0.018,1.51,3.54,19970626,0,0
601633,长城汽车,汽车整车,河北,10.06,602772.88,912726.88,7592209.0,4178679.5,2259586.5,141123.09,0.15,0.79,4.81,2.2,20110928,0,0
002463,沪电股份,元器件,江苏,102.26,167347.02,167415.95,541119.56,207227.17,278400.03,16590.57,0.1,0.039,1.97,2.68,20100818,0,0
000958,东方能源,火力发电,河北,22.9,25047.96,55113.66,509364.66,87569.38,374369.06,181381.22,3.29,0.516,4.74,3.33,19991223,0,1
600512,腾达建设,建筑施工,浙江,103.11,97080.54,159890.28,743703.88,573495.69,12076.65,0.0,0.0,0.05,2.88,1.8,20021226,0,0
000861,海印股份,房产服务,广东,66.71,176129.45,224986.3,972310.81,577416.81,15860.52,0.0,0.0,0.058,1.4,3.68,19981028,0,0
300358,楚天科技,医疗保健,湖南,71.78,13945.36,44633.12,274816.72,152109.94,64658.86,78396.8,1.76,0.22,3.55,5.74,20140121,0,0
600351,亚宝药业,中成药,山西,87.06,69200.0,78704.14,389577.0,175130.55,169116.84,107806.47,1.37,0.087,3.39,2.99,20020926,0,0
002614,蒙发利,医疗保健,福建,42.58,28411.44,55495.5,448838.91,320879.59,61975.88,113447.72,2.04,0.267,4.52,3.36,20110909,0,0
601607,上海医药,医药商业,上海,16.59,192293.5,268891.06,8089113.5,6139346.5,488991.19,1420349.88,5.28,0.914,11.73,1.72,19940324,0,0
300017,网宿科技,电信运营,上海,39.3,50610.92,79328.4,809832.63,707131.63,63227.6,370311.91,4.67,1.2,8.74,6.92,20091030,0,0
600027,华电国际,火力发电,山东,10.01,678460.56,986297.69,20335830.0,2053409.63,13368446.0,1315050.88,1.33,0.377,4.36,1.15,20050203,0,0
600814,杭州解百,百货,浙江,39.25,31038.3,71502.67,453870.5,222213.97,100949.13,1428.49,0.02,0.19,2.9,3.43,19940114,0,0
002596,海南瑞泽,其他建材,海南,433.79,18725.8,32536.24,343870.59,207284.09,40294.8,128893.22,3.96,0.051,6.38,4.6,20110707,0,0
603718,海利生物,生物制药,上海,132.3,30493.4,64400.0,146205.22,84666.05,39725.8,14694.34,0.23,0.111,1.5,13.0,20150515,-100,-100
600055,万东医疗,医疗保健,北京,125.85,34632.0,38629.73,204138.25,131910.41,20525.01,92078.38,2.38,0.116,4.42,4.41,19970519,0,0
300476,胜宏科技,元器件,广东,42.77,18430.05,37390.0,240460.41,154217.5,73066.31,57323.7,1.53,0.428,3.67,6.64,20150611,0,0
002605,姚记扑克,文教休闲,上海,80.71,26859.33,38460.28,184433.55,70396.59,33625.53,32393.09,0.84,0.19,3.34,5.85,20110805,0,0
000881,大连国际,综合类,辽宁,9472.16,30796.41,30891.83,457020.66,275490.84,177149.02,25370.17,0.82,0.002,2.69,9.05,19980902,0,0
000513,丽珠集团,中成药,广东,30.32,23526.27,42573.01,1041066.19,593412.13,335170.38,180832.69,4.25,1.57,14.8,3.94,19931028,0,0
600586,金晶科技,玻璃,山东,122.62,142270.73,145889.23,932081.31,261984.7,408092.03,194150.86,1.33,0.029,2.75,1.74,20020815,0,0
300048,合康变频,电气设备,北京,39.06,62863.46,78728.67,389977.66,223427.27,80186.06,116343.97,1.48,0.183,3.1,3.07,20100120,0,0
000869,张 裕Ａ,红黄药酒,山东,23.72,45346.07,68546.39,1102056.25,380851.44,304991.75,56595.53,0.83,1.203,11.74,3.24,20001026,0,0
002625,龙生股份,汽车配件,浙江,282.0,22494.35,30075.41,70091.59,20848.98,30828.96,3953.46,0.13,0.13,1.87,25.03,20111103,0,0
000950,*ST建峰,农药化肥,重庆,0.0,59879.92,59879.92,561675.94,89352.85,407710.72,107012.7,1.79,-0.916,1.93,4.85,19990916,0,0
300369,绿盟科技,软件服务,北京,792.55,12998.45,36479.8,218571.17,138311.55,10514.1,81119.15,2.22,0.04,4.65,9.03,20140129,0,0
600352,浙江龙盛,染料涂料,浙江,15.97,305993.19,325333.19,3661107.25,2282365.75,483252.34,154465.52,0.47,0.437,4.66,2.0,20030801,0,0
300007,汉威电子,电器仪表,河南,85.21,22364.56,29302.27,352660.78,151596.56,55322.86,58626.55,2.0,0.204,4.31,5.36,20091030,0,0
000976,春晖股份,化纤,广东,98.29,58650.67,159567.88,449380.0,127193.22,37031.3,265489.78,1.66,0.08,2.29,4.02,20000601,0,0
300422,博世科,环境保护,广西,111.6,6931.39,14247.83,225606.2,158592.31,7047.08,67347.75,4.73,0.279,7.44,5.57,20150217,0,0
600816,安信信托,多元金融,上海,13.21,113527.45,176988.98,1159511.38,0.0,733.2,182709.94,1.03,1.306,4.52,5.09,19940128,0,0
600016,民生银行,银行,北京,6.42,2955177.0,3648535.0,563657728.0,0.0,3827100.0,6474400.0,1.77,1.073,8.95,1.03,20001219,1,0
600094,大名城,区域地产,上海,21.42,181283.69,247532.5,5130916.0,4523400.0,42929.21,585401.63,2.36,0.39,4.25,2.16,19970703,0,0
000519,江南红箭,矿物制品,湖南,226.3,58286.71,103322.4,508104.91,270299.84,158449.84,102379.5,0.99,0.045,4.1,3.31,19931008,0,0
600757,长江传媒,出版业,湖北,20.08,121349.71,121365.02,1041195.13,821435.13,104137.78,180498.27,1.49,0.336,4.43,2.03,19961003,0,0
000333,美的集团,家用电器,广东,10.14,634169.19,642493.44,16299162.0,11368700.0,2083661.25,1335842.38,2.08,2.0,9.09,2.96,19931112,0,0
002446,盛路通信,通信设备,广东,49.91,16912.88,44830.01,310730.72,157807.91,17413.92,155578.75,3.47,0.403,5.5,4.87,20100713,0,0
600755,厦门国贸,商贸代理,福建,14.21,166449.75,166449.75,5748587.0,5184122.5,140443.34,179006.88,1.08,0.471,5.28,1.69,19961003,0,0
603023,威帝股份,汽车配件,黑龙江,77.01,12701.7,36000.0,53231.5,50027.12,2145.55,662.03,0.02,0.173,1.39,12.77,20150527,0,0
300152,科融环境,环境保护,江苏,0.0,71280.0,71280.0,324450.94,215194.45,31766.01,50663.28,0.71,-0.042,2.05,4.3,20101229,0,0
002371,七星电子,半导体,北京,192.67,16352.41,45800.44,665081.75,365606.41,133166.52,187089.27,4.08,0.15,6.86,5.13,20100316,0,0
300196,长海股份,玻璃,江苏,32.31,10693.03,21224.8,306356.75,165977.67,110244.01,118523.38,5.58,0.915,10.4,3.79,20110329,0,0
002161,远 望 谷,通信设备,深圳,0.0,69796.71,73975.74,207529.05,85013.65,22146.95,46123.42,0.62,-0.022,2.14,6.08,20070821,0,0
600869,智慧能源,电气设备,青海,50.57,198008.67,221935.28,1460730.63,999387.38,210192.2,208292.59,0.94,0.13,2.53,3.4,19950206,0,0
601088,中国神华,煤炭开采,北京,14.83,1649103.75,1988962.0,56601800.0,13648600.0,31008198.0,7472900.0,3.76,0.87,15.37,1.12,20071009,0,0
002136,安 纳 达,化工原料,安徽,145.53,21338.4,21502.0,94531.81,28022.99,60481.98,35026.01,1.63,0.089,2.23,7.7,20070530,0,0
002296,辉煌科技,通信设备,河南,85.33,31620.47,37665.64,221516.47,152583.41,5568.15,63554.63,1.69,0.151,3.97,4.32,20090929,0,0
002155,湖南黄金,黄金,湖南,109.08,99610.96,120203.95,629359.25,184844.8,204310.38,129106.65,1.07,0.09,3.79,3.4,20070816,0,0
600169,太原重工,工程机械,山西,0.0,242395.5,242395.5,2729145.25,1937573.25,477767.44,122943.21,0.51,-0.405,1.84,2.33,19980904,1,0
002467,二六三,电信运营,北京,80.75,59766.25,79690.71,282369.34,123192.36,9802.38,89540.38,1.12,0.12,2.87,4.49,20100908,0,0
601588,北辰实业,区域地产,北京,25.41,266000.0,336702.0,6029748.5,5223719.5,247152.38,364889.72,1.08,0.126,3.41,1.25,20061016,0,0
002513,*ST蓝丰,农药化肥,江苏,49.17,21302.64,34008.62,419169.56,124256.07,168335.98,181164.13,5.33,0.258,7.33,2.31,20101203,0,0
000514,渝 开 发,区域地产,重庆,491.22,84377.09,84377.09,695122.75,479303.31,140731.2,118617.51,1.41,0.013,3.34,2.53,19930712,0,0
002802,洪汇新材,化工原料,江苏,156.26,2700.0,10800.0,56769.01,40347.55,10842.82,23470.68,2.17,0.44,4.95,15.35,20160629,0,0
002427,尤夫股份,化纤,浙江,54.76,39814.87,39815.46,305512.69,140642.17,133797.56,131327.84,3.3,0.289,5.4,3.91,20100608,0,0
300294,博雅生物,生物制药,江西,70.37,13776.99,26738.48,227547.09,101117.24,33166.93,118967.92,4.45,0.672,7.48,8.42,20120308,0,0
000760,斯太尔,汽车配件,湖北,0.0,33159.32,78849.46,259616.67,76097.85,22124.4,151163.88,1.92,-0.131,2.28,5.51,19970627,0,0
000807,云铝股份,铝,云南,65.34,172183.2,189861.17,3030756.75,868971.88,1602458.38,365033.84,1.92,0.096,3.07,2.72,19980408,0,1
002550,千红制药,生物制药,江苏,43.23,81355.88,128000.0,286476.09,184381.27,9563.03,6661.31,0.05,0.144,1.85,4.49,20110218,0,0
600872,中炬高新,食品,广东,38.42,79663.71,79663.71,475912.41,263204.34,122130.56,27916.38,0.35,0.321,3.38,4.87,19950124,0,0
002211,宏达新材,橡胶,江苏,0.0,26630.28,43247.57,100698.81,68503.55,19661.27,103788.3,2.4,-0.026,1.74,9.36,20080201,0,0
000963,华东医药,化学制药,浙江,22.34,43406.0,48605.82,1415884.5,1163000.5,139107.52,343624.84,7.07,2.49,14.46,5.07,20000127,0,0
600247,ST成城,商贸代理,吉林,0.0,33644.16,33644.16,100876.56,87222.65,177.5,3034.87,0.09,-0.186,0.11,143.49,20001123,0,0
000586,汇源通信,通信设备,四川,1304.09,19344.0,19344.0,48768.65,40508.26,3320.68,6385.05,0.33,0.014,1.21,19.96,19951220,0,0
002570,贝因美,乳制品,浙江,0.0,102058.42,102252.0,566408.13,318840.53,156357.48,118346.17,1.16,-0.4,3.18,3.79,20110412,0,0
300312,邦讯技术,通信设备,北京,0.0,17514.0,32004.0,164542.88,139991.81,1993.56,35740.73,1.12,-0.142,2.32,6.9,20120508,0,0
600495,晋西车轴,运输设备,山西,1301.04,120819.09,120819.09,365096.34,207525.92,68221.4,116013.51,0.96,0.005,2.55,3.13,20040526,1,0
600196,复星医药,化学制药,上海,19.94,190683.7,241451.2,4224410.0,1026791.31,490346.69,622938.25,2.58,0.902,8.48,2.83,19980807,0,0
002403,爱仕达,家用电器,浙江,42.11,28909.72,35032.07,315197.25,159301.0,53526.91,124542.7,3.56,0.3,5.9,2.7,20100511,0,0
000948,南天信息,软件服务,云南,0.0,24646.84,24660.6,242021.47,163456.41,27707.64,80117.4,3.25,-0.199,5.55,3.59,19991014,0,0
002190,成飞集成,汽车配件,四川,103.38,34518.83,34518.83,740389.5,393819.69,135697.56,97584.71,2.83,0.26,5.08,7.04,20071203,1,0
000667,美好置业,全国地产,云南,24.44,255958.7,255959.23,1845261.0,1730543.75,35318.8,154742.27,0.6,0.122,2.39,1.66,19961205,0,0
300424,航新科技,航空,广东,158.98,7128.27,13307.0,103759.78,60913.05,27274.61,30312.88,2.28,0.277,6.4,9.19,20150422,0,0
002181,粤 传 媒,出版业,广东,0.0,114086.52,116105.82,424099.25,209386.56,67182.5,127805.17,1.1,-0.207,3.14,2.49,20071116,0,0
600483,福能股份,火力发电,福建,19.47,28848.36,155182.56,1771408.75,527943.19,999894.63,320489.69,2.07,0.46,6.23,1.88,20040531,0,0
000028,国药一致,医药商业,深圳,27.92,23326.17,36263.19,1496209.63,1313920.0,96873.88,186389.45,5.14,1.993,16.73,4.43,19930809,0,0
000592,平潭发展,林业,福建,530.44,167635.73,193178.09,386898.56,325425.81,22735.21,142599.3,0.74,0.011,1.64,4.77,19960327,0,0
600138,中青旅,旅游服务,北京,28.86,70271.82,72384.0,1061352.25,377218.84,258076.52,174960.81,2.42,0.606,6.97,3.35,19971203,0,0
601186,中国铁建,建筑施工,北京,12.98,1150324.5,1357954.13,75030696.0,62241944.0,4137253.5,4040039.25,2.98,0.672,9.3,1.25,20080310,0,0
002617,露笑科技,电气设备,浙江,175.73,56043.07,73482.47,278709.75,124298.63,44229.71,126226.32,1.72,0.066,3.07,5.03,20110920,0,0
300101,振芯科技,通信设备,四川,147.14,54909.51,55600.0,113623.36,79257.15,9029.9,4757.45,0.09,0.118,1.55,14.93,20100806,0,0
600770,综艺股份,综合类,江苏,273.62,110460.0,130000.0,630721.88,192938.63,156174.27,222064.3,1.71,0.031,2.64,4.34,19961120,0,0
601886,江河集团,装修装饰,北京,30.9,94128.52,115405.0,2411218.5,1860167.38,106863.3,296508.88,2.57,0.278,5.76,1.99,20110818,0,0
600372,中航电子,航空,北京,113.62,175916.3,175916.3,1694494.25,1217991.63,284155.47,127452.61,0.72,0.126,3.33,5.74,20010706,1,0
300412,迦南科技,医疗保健,浙江,84.18,3861.0,12748.0,93318.75,72164.25,8884.5,41896.3,3.29,0.37,5.68,6.72,20141231,0,0
600677,航天通信,通信设备,浙江,371.84,39837.69,52179.17,1300654.0,914475.38,145834.06,212387.3,4.07,0.038,5.97,3.19,19930928,0,0
600561,江西长运,公路,江西,83264.18,23706.4,23706.4,596579.5,162785.06,233585.91,47893.71,2.02,0.0,6.32,2.41,20020716,1,0
002243,通产丽星,塑料,深圳,238.69,36494.89,36494.89,178337.19,66885.68,87315.53,75973.88,2.08,0.048,4.01,3.79,20080528,0,0
600006,东风汽车,汽车整车,湖北,50.04,200000.0,200000.0,1967963.75,1258006.63,297855.38,61461.46,0.31,0.114,3.26,2.33,19990727,0,0
600260,凯乐科技,通信设备,湖北,67.07,53252.71,66674.77,1195324.0,935208.88,76012.52,117223.97,1.76,0.169,4.37,3.47,20000706,0,0
002378,章源钨业,小金属,江西,1153.47,92293.34,92416.74,328387.03,135205.81,97256.88,57607.26,0.62,0.007,2.07,5.46,20100331,0,0
002727,一心堂,医药商业,云南,30.93,20037.43,52060.0,477563.25,339639.25,46424.87,57746.8,1.11,0.545,4.66,4.82,20140702,0,0
601003,柳钢股份,普钢,广西,58.16,256279.31,256279.31,2108668.75,1040353.81,997649.5,20843.6,0.08,0.048,1.78,2.1,20070227,0,0
300154,瑞凌股份,元器件,深圳,50.77,31382.49,44700.0,171114.56,157707.45,8479.83,69365.88,1.55,0.164,3.43,3.24,20101229,0,0
000551,创元科技,专用机械,江苏,56.58,40008.03,40008.03,378057.31,214520.75,82238.56,32716.22,0.82,0.147,4.04,2.75,19940106,0,0
300194,福安药业,化学制药,重庆,48.88,15878.41,39657.07,453664.75,128351.07,98387.42,302405.31,7.63,0.51,11.21,2.29,20110322,0,0
600519,贵州茅台,白酒,贵州,23.67,125619.78,125619.78,10514603.0,8350289.0,1124902.25,137496.44,1.09,9.923,54.64,5.73,20010827,0,0
000423,东阿阿胶,中成药,山东,23.29,65386.73,65402.14,902160.13,675786.06,130160.76,68714.0,1.05,1.874,11.78,4.94,19960729,0,0
000790,泰合健康,中成药,四川,234.05,43018.91,43102.14,83640.55,47394.4,29721.96,3823.16,0.09,0.047,1.4,10.39,19980327,0,0
002441,众业达,批发业,广东,51.63,31477.94,54414.0,479197.19,388110.78,30362.59,186927.47,3.44,0.22,6.23,2.33,20100706,0,0
300172,中电环保,环境保护,江苏,55.33,34151.0,50700.0,168204.41,122652.86,7946.93,12160.7,0.24,0.146,2.12,5.09,20110201,0,0
300408,三环集团,元器件,广东,30.1,97897.67,172838.64,549376.38,421857.41,91442.2,12655.87,0.07,0.445,2.79,6.4,20141203,0,0
000516,国际医学,百货,陕西,53.99,193481.25,197104.94,535270.94,260952.41,145651.27,28015.76,0.14,0.099,1.76,4.03,19930809,0,0
002444,巨星科技,轻工机械,浙江,31.02,93140.78,107524.77,710693.13,482343.94,70573.06,192518.27,1.79,0.429,5.0,3.54,20100713,0,0
000737,南风化工,日用化工,山西,0.0,54874.35,54876.0,295119.69,157056.13,92805.2,62494.98,1.14,-0.166,0.12,58.72,19970428,0,0
600513,联环药业,化学制药,江苏,63.23,21958.16,21958.16,103380.05,73404.7,17187.0,32337.35,1.47,0.208,3.69,4.76,20030319,0,0
002205,国统股份,其他建材,新疆,0.0,11615.2,11615.2,186751.13,134994.66,37916.57,52237.48,4.5,-0.17,7.6,4.16,20080123,0,1
000069,华侨城Ａ,旅游景点,深圳,14.81,612182.38,820568.13,13574926.0,9831231.0,1458383.25,553591.88,0.67,0.355,4.84,1.45,19970910,0,0
600597,光明乳业,乳制品,上海,30.43,122430.2,123063.67,1539533.63,682660.69,560438.19,177431.22,1.44,0.346,3.99,3.52,20020828,0,0
002488,金固股份,汽车配件,浙江,0.0,38498.32,50848.33,419617.59,215778.59,101354.25,84119.86,1.65,-0.11,2.93,5.98,20101021,0,0
002014,永新股份,塑料,安徽,30.31,23056.31,33574.44,217929.95,134794.0,70940.24,59368.15,1.77,0.44,4.97,3.51,20040708,0,0
000425,徐工机械,工程机械,江苏,110.92,699356.56,700772.75,4433241.5,3225998.75,650446.31,330446.69,0.47,0.024,2.91,1.2,19960828,0,1
600551,时代出版,出版业,安徽,26.12,50582.53,50582.53,687535.88,510092.91,73810.56,134448.41,2.66,0.6,8.47,2.47,20020905,0,0
600870,厦华电子,家用电器,福建,4530.86,52319.96,52319.96,3363.18,3325.81,5.36,228420.3,4.37,0.002,0.04,265.36,19950228,0,1
600460,士兰微,半导体,浙江,106.9,124716.79,124716.79,497649.25,255638.22,129903.7,17306.17,0.14,0.049,1.97,3.53,20030311,0,0
600790,轻纺城,商品城,浙江,19.56,104699.35,104699.35,809278.38,107510.07,20503.31,166506.06,1.59,0.265,4.42,1.56,19970228,0,0
002544,杰赛科技,软件服务,广东,461.1,51108.98,51576.0,333791.16,267713.59,50989.31,21657.85,0.42,0.05,2.41,12.81,20110128,0,0
002245,澳洋顺昌,仓储物流,江苏,48.9,90490.95,97522.21,408780.0,239218.16,76835.11,7627.15,0.08,0.158,1.87,5.51,20080605,0,0
002807,江阴银行,银行,江苏,35.59,20944.55,176735.44,10325330.0,0.0,76280.4,71443.8,0.4,0.32,4.86,2.82,20160902,0,0
300266,兴源环境,机械基件,浙江,119.89,40191.78,50856.01,504678.19,295380.28,43958.64,190580.77,3.75,0.35,5.86,8.17,20110927,0,0
300379,东方通,软件服务,北京,172.96,6346.39,13807.25,186695.5,91513.03,598.53,129035.75,9.35,0.37,12.21,6.16,20140128,0,0
300470,日机密封,机械基件,四川,63.12,6079.45,10668.0,97024.74,83383.18,4631.93,39653.46,3.72,0.566,7.98,5.97,20150612,0,0
600698,湖南天雁,汽车配件,湖南,625.9,43109.17,97181.74,133425.13,105034.42,21539.71,37418.3,0.39,0.008,0.68,9.98,19931206,0,0
002218,拓日新能,半导体,深圳,55.49,60782.73,61817.1,463044.41,185918.22,209138.8,193393.17,3.13,0.137,4.31,2.35,20080228,0,0
000046,泛海控股,全国地产,北京,21.38,454988.69,519620.06,14479381.0,11228415.0,72465.86,570548.31,1.1,0.354,3.22,3.14,19940912,0,0
002581,未名医药,生物制药,山东,49.22,28258.81,65973.56,249081.63,136243.36,41733.73,135471.23,2.05,0.409,3.52,7.63,20110520,0,0
000701,厦门信达,综合类,福建,52.71,28969.38,40661.3,1995207.38,1684990.0,115830.13,199054.02,4.9,0.05,12.24,1.36,19970226,0,0
600873,梅花生物,食品,西藏,23.29,206169.05,310822.66,1662343.25,423276.81,1091801.75,224245.16,0.72,0.214,2.79,2.38,19950217,0,0
601766,中国中车,运输设备,北京,27.03,2291769.25,2728875.75,34330236.0,22852422.0,5274261.5,2997661.25,1.1,0.276,3.68,2.7,20080818,0,0
002551,尚荣医疗,医疗保健,深圳,58.89,26867.21,44406.69,337295.59,238188.66,22432.2,82292.68,1.85,0.3,4.05,5.68,20110225,0,0
300395,菲利华,玻璃,湖北,52.17,13968.66,19680.0,98334.06,57390.61,22129.75,20484.17,1.04,0.378,3.96,6.64,20140910,0,0
600271,航天信息,电脑设备,北京,33.48,184681.09,184681.09,1723737.25,1418250.63,101117.18,21571.56,0.12,0.511,4.66,4.9,20030711,0,0
300373,扬杰科技,半导体,江苏,54.9,12898.45,47249.08,242503.3,167108.94,33020.28,98673.02,2.09,0.35,4.17,5.45,20140123,0,0
600794,保税科技,仓储物流,江苏,161.97,110277.4,121215.21,345856.69,132717.2,114252.38,26552.09,0.22,0.03,1.67,3.87,19970306,1,1
300146,汤臣倍健,食品,广东,24.89,86014.1,145602.19,531769.06,324963.09,57089.28,191130.09,1.31,0.39,3.23,4.01,20101215,0,0
000668,荣丰控股,区域地产,上海,0.0,14668.83,14684.19,196979.73,194050.31,432.26,8046.56,0.55,-0.273,4.12,6.25,19961210,0,0
600635,大众公用,供气供热,上海,27.16,246730.45,246730.45,1638974.0,417135.84,387258.44,16697.53,0.07,0.177,2.37,2.71,19930304,0,0
600776,东方通信,通信设备,浙江,132.89,95600.0,125600.0,369159.78,285537.56,19235.75,89252.81,0.71,0.054,2.35,4.04,19961126,0,0
601998,中信银行,银行,北京,6.73,3190516.5,4893479.5,554153472.0,0.0,1544000.0,5863600.0,1.2,0.706,6.99,0.91,20070427,0,0
600836,界龙实业,广告包装,上海,4522.71,65302.41,66275.29,327177.19,210894.52,58898.56,10020.8,0.15,0.002,1.32,7.14,19940224,0,0
600180,瑞茂通,仓储物流,山东,40.35,88161.89,101647.75,1463316.5,1327987.63,2022.78,150550.47,1.48,0.289,4.31,3.61,19980703,0,0
002208,合肥城建,区域地产,安徽,66.71,31923.91,32010.0,843143.19,835302.5,6591.3,29001.14,0.91,0.208,5.0,3.7,20080128,0,0
600126,杭钢股份,普钢,浙江,33.68,83893.88,259783.78,2546231.0,1055146.88,1028924.38,1129462.5,4.35,0.28,5.46,1.67,19980311,0,0
600765,中航重机,机械基件,贵州,81.54,77800.32,77800.32,1376600.5,840510.5,289547.03,135436.77,1.74,0.14,4.3,3.54,19961106,0,0
600036,招商银行,银行,深圳,6.57,2062894.5,2521984.5,556398976.0,0.0,3591400.0,6752300.0,2.68,2.067,15.72,1.15,20020409,0,0
603519,立霸股份,家用电器,江苏,69.45,7687.95,16000.0,82930.47,71737.46,7894.47,18148.0,1.13,0.323,4.17,7.18,20150319,0,0
002007,华兰生物,生物制药,河南,41.03,80382.84,93008.77,446586.84,301820.81,96351.46,39452.31,0.42,0.653,4.35,8.21,20040625,0,0
600257,大湖股份,渔业,湖南,820.35,42705.0,48123.71,148478.2,80737.32,19168.47,12040.44,0.25,0.011,1.76,6.77,20000612,0,0
000738,中航动控,航空,江苏,144.34,114564.22,114564.22,688364.94,426304.16,182454.73,266719.88,2.33,0.139,4.26,6.26,19970626,0,0
600309,万华化学,化工原料,山东,13.44,216233.45,216233.45,5158506.5,1422187.63,2815626.5,4853.55,0.02,1.156,6.31,3.28,20010105,0,0
000557,西部创业,红黄药酒,宁夏,0.0,58524.51,145837.45,523423.44,91287.67,353273.63,197501.72,1.35,-0.043,2.65,2.23,19940617,0,0
600808,马钢股份,普钢,安徽,22.43,596775.13,770068.13,6262746.0,2042248.0,3457190.0,832906.75,1.08,0.099,2.5,1.18,19940106,0,1
600978,宜华生活,家居用品,广东,21.38,148287.0,148287.0,1567995.5,859830.38,296668.53,245922.92,1.66,0.411,4.92,2.38,20040824,0,0
