code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,KDJ,BIGVOLUME
000546,金圆股份,水泥,吉林,24.16,27364.75,59523.55,497908.75,170056.69,272253.34,61759.55,1.04,0.375,3.51,3.45,19931215,0,0
600056,中国医药,医药商业,北京,21.27,101213.6,106848.54,1957759.38,1593917.63,142533.8,242798.75,2.27,0.74,6.61,3.0,19970515,0,0
601000,唐山港,港口,河北,13.93,401588.5,404718.94,1750428.38,520669.41,1058363.13,189486.31,0.47,0.237,2.73,1.62,20100705,0,1
002063,远光软件,软件服务,广东,68.83,52640.67,60656.32,217332.09,160251.84,21393.26,23325.98,0.38,0.157,2.89,4.99,20060823,0,0
603268,松发股份,陶瓷,广东,135.18,4114.0,8800.0,63715.15,42719.05,10282.92,24328.34,2.76,0.302,6.29,8.66,20150319,0,0
002120,新海股份,家居用品,浙江,96.35,9822.36,15028.0,92500.3,38312.46,28512.98,0.0,0.0,0.408,3.03,17.33,20070306,0,0
600701,*ST工新,综合类,黑龙江,744.32,49878.19,91200.5,622072.13,219306.45,113118.11,10593.28,0.12,0.03,1.92,7.56,19960528,0,0
002231,奥维通信,通信设备,辽宁,0.0,25037.5,35680.0,82839.09,73137.75,5071.68,15218.26,0.43,-0.058,1.78,8.79,20080512,0,1
603026,石大胜华,化工原料,山东,50.04,14042.75,20268.0,215912.41,66748.02,119791.07,42942.15,2.12,0.672,7.29,6.15,20150529,0,0
600817,*ST宏盛,半导体,陕西,0.0,15567.91,16091.0,33838.95,12510.35,8.02,21228.23,1.32,-0.006,0.58,38.41,19940128,0,0
300354,东华测试,电器仪表,江苏,2648.87,6656.64,13837.01,37320.3,26371.52,6473.35,10644.82,0.77,0.008,2.46,11.88,20120920,0,0
002466,天齐锂业,小金属,四川,23.89,98585.7,99442.21,909799.19,314452.13,150889.86,263052.03,2.65,1.22,4.36,8.84,20100831,0,0
000503,海虹控股,医疗保健,海南,0.0,89882.21,89882.21,136469.44,96136.18,7483.68,2317.08,0.03,-0.095,1.45,39.28,19921130,0,0
600803,新奥股份,农药化肥,河北,47.92,98578.5,98578.5,1752564.25,450155.16,506384.84,0.0,0.0,0.196,4.47,2.8,19940103,0,0
002572,索菲亚,家居用品,广东,49.21,28905.52,46171.32,487874.34,282955.66,104994.11,190954.88,4.14,0.92,7.8,7.44,20110412,0,0
600778,友好集团,百货,新疆,0.0,31108.66,31149.13,662894.81,227609.45,207110.02,40360.45,1.3,-0.537,4.59,2.48,19961203,0,0
002499,科林环保,环境保护,江苏,241.51,13765.05,18900.0,96970.36,56504.78,23899.46,35115.26,1.86,0.096,3.71,8.3,20101109,0,0
002620,瑞和股份,装修装饰,深圳,81.43,9375.19,14500.0,324235.41,237098.3,14400.4,136431.75,9.41,0.59,13.65,4.13,20110929,0,0
600898,三联商社,电器连锁,山东,379.47,25252.38,25252.38,69258.86,51030.87,11478.45,4507.93,0.18,0.036,1.44,12.8,19960418,0,0
601808,中海油服,石油开采,天津,0.0,296046.81,477159.19,8146647.0,2307211.25,4884130.5,1237173.88,2.59,-1.905,7.84,1.62,20070928,0,0
600736,苏州高新,园区开发,江苏,28.35,113895.09,119429.29,2035367.25,1438423.63,168361.42,179817.19,1.51,0.245,4.35,2.13,19960815,0,0
600081,东风科技,汽车配件,上海,49.04,31356.0,31356.0,421937.0,236891.95,110085.55,1522.9,0.05,0.248,3.54,4.58,19970703,0,1
600793,ST宜纸,造纸,四川,0.0,10530.0,10530.0,362327.94,57171.8,213963.02,10537.1,1.0,-0.443,0.03,923.69,19970220,0,0
002276,万马股份,电气设备,浙江,94.2,92264.71,93928.54,500231.94,381221.19,60947.71,79101.15,0.84,0.139,3.18,5.52,20090710,0,0
002154,报 喜 鸟,服饰,浙江,0.0,106586.59,117201.88,429994.19,182544.86,80754.85,5389.2,0.05,-0.086,2.29,2.56,20070816,0,0
300203,聚光科技,环境保护,浙江,42.68,44899.23,45298.33,476650.44,296624.94,24009.3,96031.75,2.12,0.556,5.66,5.59,20110415,0,0
002109,*ST兴化,化工原料,陕西,0.0,35840.0,35840.0,167538.67,32326.85,128241.7,19684.25,0.55,-0.199,2.66,3.1,20070126,0,0
300235,方直科技,软件服务,深圳,177.2,9494.78,15840.0,37953.1,22169.46,1941.4,6258.08,0.4,0.115,2.22,12.22,20110629,0,0
300014,亿纬锂能,元器件,广东,69.08,40961.57,42723.62,365578.13,167755.34,74263.86,65378.8,1.53,0.372,4.3,7.96,20091030,0,0
601968,宝钢包装,广告包装,上海,533.26,28333.33,83333.32,577246.06,252941.02,290954.34,75259.71,0.9,0.015,2.41,4.42,20150611,0,0
000962,*ST东钽,小金属,宁夏,0.0,44083.1,44083.26,273986.75,114101.8,129522.42,119767.26,2.72,-0.346,2.96,4.01,20000120,0,0
000937,冀中能源,煤炭开采,河北,272.48,286918.53,353354.69,4312667.0,1623705.38,1376247.75,415529.0,1.18,0.023,5.25,1.59,19990909,0,1
000585,东北电气,电气设备,江苏,0.0,60942.1,87337.0,43886.03,25468.5,5301.95,88342.24,1.01,-0.027,0.32,26.39,19951213,0,0
300399,京天利,互联网,北京,148.92,4435.62,15200.0,49259.9,42056.1,3645.96,6345.83,0.42,0.188,2.95,12.67,20141009,0,0
000910,大亚圣象,家居用品,江苏,27.25,52750.0,53077.0,630335.69,430081.09,126596.01,1975.06,0.04,0.531,4.85,3.98,19990630,0,0
600156,华升股份,纺织,湖南,0.0,40211.07,40211.07,118285.1,77562.22,14106.2,14295.8,0.36,-0.095,1.63,7.4,19980527,0,0
002251,步 步 高,超市连锁,湖南,48.79,64954.21,77898.54,1312081.88,478233.41,408740.31,298625.31,3.83,0.223,6.39,2.27,20080619,1,0
002759,天际股份,家用电器,广东,137.59,8055.0,24000.0,65698.56,28010.55,30834.44,11639.94,0.48,0.165,2.47,12.29,20150528,0,0
600583,海油工程,石油开采,天津,21.71,442135.47,442135.47,2957822.25,1398756.5,1163119.5,424794.06,0.96,0.253,5.2,1.41,20020205,0,0
600401,海润光伏,半导体,江苏,190.94,472493.5,472493.5,1732975.25,769909.44,613714.25,125456.07,0.27,0.01,1.06,2.3,20030924,0,0
600642,申能股份,火力发电,上海,11.45,455203.84,455203.84,5182987.0,1060393.63,2028723.25,322498.03,0.71,0.4,5.44,1.12,19930416,0,0
000988,华工科技,电器仪表,湖北,68.57,89111.65,89111.65,561069.69,373187.22,110632.57,93271.55,1.05,0.188,3.48,4.95,20000608,1,0
002707,众信旅游,旅游服务,北京,55.6,34913.39,84395.59,414091.16,276851.75,1086.99,36525.37,0.43,0.26,2.07,8.92,20140123,0,0
603606,东方电缆,电气设备,浙江,139.43,13923.79,31097.0,196370.56,146110.94,31948.84,12050.75,0.39,0.086,2.66,6.04,20141015,0,0
002169,智光电气,电气设备,广东,64.53,18858.33,39389.6,410149.66,272546.88,88071.74,192717.66,4.89,0.26,6.83,2.89,20070919,0,0
300283,温州宏丰,电气设备,浙江,107.14,20316.59,41436.14,97520.18,61192.2,25639.2,1381.05,0.03,0.078,1.38,8.04,20120110,0,0
002249,大洋电机,电气设备,广东,58.87,91482.71,236572.0,1361502.25,625172.13,173921.36,519329.56,2.2,0.127,3.55,2.8,20080619,0,0
600775,南京熊猫,通信设备,江苏,129.69,67183.85,91383.85,514506.81,371583.91,95639.9,146424.22,1.6,0.087,3.59,4.17,19961118,0,0
002046,轴研科技,机械基件,河南,0.0,34056.6,35360.94,219563.09,85911.25,71143.85,82063.93,2.32,-0.13,3.69,3.38,20050526,0,0
601908,京运通,半导体,北京,37.45,171954.05,199731.77,1004753.81,336492.06,424014.94,290489.56,1.45,0.151,3.15,2.39,20110908,0,0
600438,通威股份,饲料,四川,17.71,163421.92,338403.34,1870198.25,591442.31,769568.94,324569.34,0.96,0.29,2.53,2.49,20040302,0,0
000821,京山轻机,轻工机械,湖北,131.13,34521.94,47773.26,298803.0,150483.7,54473.15,86288.75,1.81,0.094,3.55,4.61,19980626,0,0
600694,大商股份,百货,辽宁,15.02,29371.86,29371.86,1772802.25,1009908.38,554217.75,143618.2,4.89,2.206,23.49,1.88,19931122,0,0
002587,奥拓电子,元器件,深圳,72.38,24009.27,37843.08,78299.74,57191.6,15595.95,3996.26,0.11,0.157,1.74,8.73,20110610,0,0
000006,深振业Ａ,区域地产,深圳,89.41,134515.14,134999.5,1395764.38,1154162.13,300.1,48432.15,0.36,0.085,3.22,3.14,19920427,0,0
000421,南京公用,供气供热,江苏,33.76,39230.91,57264.69,714524.63,328096.75,270268.06,40491.85,0.71,0.225,4.09,2.48,19960806,0,0
300193,佳士科技,专用机械,深圳,53.04,36111.0,50793.92,241079.97,194007.42,37195.39,127758.55,2.52,0.17,4.14,2.76,20110322,0,0
002713,东易日盛,装修装饰,北京,370.9,6242.02,25385.8,260190.67,155177.92,24186.0,45189.73,1.78,0.059,3.43,8.5,20140219,0,1
000608,阳光股份,区域地产,广西,0.0,74977.18,74991.32,996266.81,364713.91,2784.0,51115.2,0.68,-0.448,3.97,1.92,19960919,0,0
002561,徐家汇,百货,上海,25.37,39635.07,41576.3,245424.47,142556.44,57019.45,52352.23,1.26,0.413,4.78,2.92,20110303,0,0
600283,钱江水利,水务,浙江,0.0,33591.6,35299.57,543838.13,198231.56,189919.63,116877.0,3.31,-0.514,4.24,3.02,20001018,0,0
002373,千方科技,软件服务,北京,62.89,46676.46,110437.64,541803.13,474356.31,7840.06,103015.68,0.93,0.2,2.83,5.9,20100318,0,1
600706,曲江文旅,旅游服务,陕西,42.01,17790.86,17950.97,182948.81,76941.42,83085.81,44848.15,2.5,0.368,5.01,4.12,19960516,0,0
002179,中航光电,元器件,河南,31.11,60190.1,60251.48,818194.88,626912.25,137768.52,97841.0,1.62,0.934,6.53,5.94,20071101,0,0
600515,海航基础,百货,海南,57.82,42277.41,390759.25,7992293.0,3886211.25,671758.19,1078603.25,2.76,0.168,6.03,2.15,20020806,0,0
300107,建新股份,化工原料,河北,191.5,33668.69,54378.73,93719.75,45607.01,44564.1,16506.02,0.3,0.031,1.66,4.72,20100820,0,0
300075,数字政通,软件服务,北京,116.87,26684.17,39163.53,185701.97,120037.71,5467.22,50855.25,1.3,0.143,3.55,6.26,20100427,0,0
600075,新疆天业,化工原料,新疆,17.08,43859.19,69465.88,894971.38,268541.5,562901.94,161475.3,2.32,0.8,5.49,2.39,19970617,0,0
600639,浦东金桥,园区开发,上海,35.18,70316.63,112241.28,1771779.75,431949.59,102239.61,170896.13,1.52,0.421,7.6,2.6,19930326,0,0
300391,康跃科技,机械基件,山东,743.57,6167.5,16667.5,71515.32,35064.21,25392.7,6815.7,0.41,0.027,2.17,12.14,20140801,0,0
601216,君正集团,化工原料,内蒙,33.71,737280.0,843801.75,1832831.25,462142.56,746765.63,22650.32,0.03,0.117,1.55,3.4,20110222,0,0
600018,上港集团,港口,上海,23.32,2275518.0,2317367.5,11743653.0,2458030.5,3481940.0,868622.63,0.37,0.171,2.59,2.05,20061026,0,1
300267,尔康制药,化学制药,湖南,31.24,114461.07,206032.3,517947.94,274401.38,150648.17,94339.36,0.46,0.351,2.35,6.21,20110927,0,0
000998,隆平高科,种植业,湖南,188.14,83065.29,125619.46,753315.88,490975.19,80483.86,282777.44,2.25,0.08,4.18,4.78,20001211,0,0
300451,创业软件,软件服务,浙江,320.27,11668.88,21100.34,91337.68,60395.01,9453.01,26206.55,1.24,0.097,3.06,13.54,20150514,0,0
002290,禾盛新材,家用电器,江苏,170.07,15197.79,24271.23,190298.06,148043.2,23906.39,77525.31,3.19,0.13,4.96,5.13,20090903,-100,-100
600644,乐山电力,水力发电,四川,15.44,32648.0,53840.07,262914.31,56275.94,127205.61,137333.34,2.55,0.458,2.33,4.04,19930426,1,0
000767,漳泽电力,火力发电,山西,20655.85,225372.48,225373.78,4053260.5,816232.81,2205825.5,228593.95,1.01,0.0,2.57,1.57,19970609,0,0
603699,纽威股份,专用机械,江苏,54.84,15500.0,75000.0,402662.5,302413.38,71566.18,79643.63,1.06,0.258,3.26,5.78,20140117,0,0
601198,东兴证券,证券,北京,45.78,90400.0,275796.06,6881514.5,0.0,26233.76,976207.5,3.54,0.44,7.28,3.33,20150226,0,0
601002,晋亿实业,机械基件,浙江,145.31,79269.0,79269.0,415310.81,260170.67,124952.85,110231.45,1.39,0.056,2.89,3.74,20070126,0,0
600383,金地集团,全国地产,深圳,23.94,450084.94,450084.94,15036514.0,12521044.0,27862.69,329629.84,0.73,0.381,7.22,1.68,20010412,0,0
000735,罗 牛 山,农业综合,海南,72.98,87947.47,115151.35,589108.88,268371.78,133024.8,155903.09,1.35,0.08,2.98,2.27,19970611,0,0
600745,中茵股份,通信设备,湖北,311.0,48332.03,63726.64,1256888.88,724024.44,137433.63,349252.19,5.48,0.052,6.76,3.21,19960828,1,0
002636,金安国纪,元器件,上海,65.85,24640.51,72800.0,284641.31,199132.73,74704.13,19133.28,0.26,0.217,2.13,8.96,20111125,0,0
002611,东方精工,轻工机械,广东,108.7,29310.16,64186.64,303243.13,164719.67,53149.2,47788.35,0.74,0.12,2.32,7.06,20110830,0,0
600175,美都能源,综合类,浙江,179.3,144803.31,357648.88,1685692.38,858810.5,17240.23,647854.44,1.81,0.03,3.02,1.81,19990408,0,1
600596,新安股份,农药化肥,浙江,0.0,67918.46,67918.46,797645.19,308163.34,318231.56,74862.65,1.1,-0.019,5.78,1.65,20010906,0,0
002060,粤 水 电,建筑施工,广东,54.57,60081.83,60113.1,1557912.0,736340.44,578326.0,120188.25,2.0,0.113,4.36,1.88,20060810,0,0
300440,运达科技,软件服务,四川,76.69,10067.53,22400.0,151327.66,135253.81,9222.17,54020.57,2.41,0.336,5.48,6.27,20150423,0,0
002171,楚江新材,铜,安徽,44.37,32497.05,44471.5,278466.13,156804.48,61474.55,88210.38,1.98,0.326,4.05,4.76,20070921,0,0
000078,海王生物,生物制药,深圳,60.26,184411.2,264821.06,1470824.38,1295607.88,42752.21,261512.05,0.99,0.15,1.91,3.61,19981218,0,0
300015,爱尔眼科,医疗保健,湖南,53.58,78700.86,100717.93,388515.22,149706.63,74564.81,46697.46,0.46,0.465,2.62,12.67,20091030,0,0
600665,天地源,全国地产,上海,0.0,86412.25,86412.25,1968596.25,1908244.63,11023.5,20109.34,0.23,-0.197,2.85,1.96,19930709,0,0
600167,联美控股,供气供热,辽宁,28.62,21100.0,68014.92,535906.75,154947.52,242022.77,7591.62,0.11,0.438,3.07,5.45,19990128,0,0
002176,江特电机,电气设备,江西,79.94,116199.59,146918.2,903601.63,414246.69,127297.86,271343.59,1.85,0.118,3.19,3.93,20071012,1,0
002003,伟星股份,服饰,浙江,21.88,35655.08,44853.28,267179.53,132396.09,91117.84,95328.65,2.13,0.56,4.75,3.23,20040625,0,0
000810,创维数字,元器件,四川,37.7,40788.39,103455.82,617473.81,517063.09,63902.6,2945.9,0.03,0.335,2.3,7.33,19980602,0,0
002549,凯美特气,环境保护,湖南,495.93,56694.1,56700.0,116767.76,28162.14,67810.78,9877.46,0.17,0.017,1.53,7.34,20110218,0,0
002661,克明面业,食品,湖南,48.86,24781.67,33656.28,238890.59,140251.72,75140.63,137177.02,4.08,0.282,6.07,3.03,20120316,0,0
300452,山河药辅,化学制药,安徽,95.7,4216.7,9280.0,48772.53,33083.15,11725.98,11290.28,1.22,0.388,4.2,11.77,20150515,0,0
002258,利尔化学,农药化肥,四川,33.02,52406.76,52437.3,290748.28,109695.63,127967.47,81014.02,1.54,0.257,3.74,3.03,20080708,0,0
600210,紫江企业,广告包装,上海,26.27,143673.59,151673.59,1149718.75,516151.75,380949.06,37740.76,0.25,0.162,2.77,2.05,19990824,0,0
600983,惠而浦,家用电器,安徽,26.26,53280.0,76643.89,850750.19,694372.5,85948.86,171083.8,2.23,0.325,6.05,1.88,20040727,0,0
600216,浙江医药,化学制药,浙江,25.39,93610.38,96284.79,845151.81,359723.94,294189.0,90958.93,0.94,0.43,7.38,1.93,19991021,0,0
002091,江苏国泰,商贸代理,江苏,24.11,52977.12,54609.67,422094.66,337382.56,39799.12,8110.93,0.15,0.444,3.35,4.26,20061208,0,0
600802,福建水泥,水泥,福建,0.0,38187.37,38187.37,465271.09,58934.46,259217.13,21390.35,0.56,-0.192,1.97,5.08,19940103,0,0
002381,双箭股份,橡胶,浙江,68.84,21584.05,42850.0,248609.02,172085.81,47455.0,66297.77,1.55,0.14,3.8,3.38,20100402,0,0
600035,楚天高速,路桥,湖北,19.33,145337.8,145337.8,914780.88,76227.43,58267.28,35862.55,0.25,0.222,2.93,1.96,20040310,0,1
600477,杭萧钢构,钢加工,浙江,26.77,80253.07,105714.93,649570.25,542410.81,67907.72,26852.85,0.25,0.283,1.87,5.39,20031110,0,0
000428,华天酒店,酒店餐饮,湖南,0.0,71879.4,101892.6,935253.13,328799.47,329949.0,145306.69,1.43,-0.121,3.01,2.4,19960808,0,0
002399,海普瑞,化学制药,深圳,57.95,124720.17,124720.17,1167081.38,579240.25,84320.17,423409.91,3.39,0.244,6.4,2.94,20100506,0,0
300239,东宝生物,生物制药,内蒙,231.09,44492.62,46087.41,77232.28,32523.15,18970.99,15226.87,0.33,0.028,1.55,5.64,20110706,0,0
600850,华东电脑,软件服务,上海,41.68,41826.83,41826.83,493969.44,466401.69,3187.37,-7179.43,-0.17,0.5,4.2,6.62,19940324,0,0
002500,山西证券,证券,山西,96.95,248846.95,282872.5,4611425.5,0.0,32706.6,671329.63,2.37,0.115,4.28,3.46,20101115,0,0
300087,荃银高科,种植业,安徽,0.0,25774.58,31982.0,134767.05,98138.61,21382.71,19170.46,0.6,-0.027,1.93,6.93,20100526,0,0
600106,重庆路桥,路桥,重庆,20.72,90774.2,90774.2,686466.0,206224.31,31434.83,5429.05,0.06,0.269,3.72,2.0,19970618,0,0
300396,迪瑞医疗,医疗保健,吉林,59.03,4651.06,15335.0,185244.27,73884.31,23000.52,40995.37,2.67,0.585,6.89,6.69,20140910,0,0
002324,普利特,塑料,上海,29.25,15873.49,27000.0,300494.0,173963.61,68408.34,57870.07,2.14,0.84,7.6,4.31,20091218,0,0
000733,振华科技,元器件,贵州,42.11,42915.89,46934.21,779517.13,554033.75,97452.86,234362.84,4.99,0.348,8.09,2.41,19970703,0,0
002246,北化股份,化工原料,四川,61.12,41368.64,41368.64,169925.66,95657.13,53821.51,30404.69,0.73,0.166,2.93,4.62,20080605,0,0
600704,物产中大,商贸代理,浙江,18.32,89179.7,287112.16,8407020.0,5951649.0,477170.91,545799.13,1.9,0.37,6.76,1.56,19960606,0,0
600668,尖峰集团,水泥,浙江,25.38,34408.37,34408.37,365237.91,80968.59,129704.85,40290.87,1.17,0.491,6.64,2.5,19930728,0,0
002693,双成药业,化学制药,海南,0.0,40341.67,40500.0,131741.95,22490.42,26949.0,30330.99,0.75,-0.551,1.77,6.85,20120808,0,0
002192,融捷股份,专用机械,广东,5148.2,19048.94,25965.51,96009.25,30765.86,12430.26,51183.68,1.97,0.004,2.82,9.67,20071205,0,0
002394,联发股份,纺织,江苏,18.73,32370.0,32370.0,473760.09,255165.2,136361.59,96356.81,2.98,0.729,8.32,2.19,20100423,0,0
002400,省广股份,广告包装,广东,32.26,109706.1,134102.84,977088.63,643625.13,2925.74,206646.27,1.54,0.36,3.74,3.65,20100506,0,0
300444,双杰电气,电气设备,北京,119.76,9949.7,28337.11,166079.48,121434.27,18518.18,30963.83,1.09,0.172,2.92,9.41,20150423,0,0
000816,智慧农业,机械基件,江苏,790.18,108877.75,141880.31,658747.13,313180.19,119546.57,141466.72,1.0,0.006,2.45,2.5,19970818,0,0
601628,中国人寿,保险,北京,36.01,2082353.0,2826470.5,268115616.0,0.0,1831400.0,5498000.0,1.95,0.47,10.93,2.1,20070109,0,0
000936,华西股份,化纤,江苏,13.3,74783.59,88601.28,819220.19,313144.81,33020.65,50322.23,0.57,0.605,5.5,1.95,19990810,0,0
600020,中原高速,路桥,河南,12.14,224737.19,224737.19,4975896.5,466225.84,1916489.0,177481.48,0.79,0.16,5.41,0.85,20030808,0,0
002012,凯恩股份,造纸,浙江,0.0,46762.55,46762.55,168048.95,90679.28,62116.23,27206.22,0.58,-0.034,2.49,4.33,20040705,0,0
002518,科士达,电器仪表,深圳,38.99,42526.37,44532.14,258939.16,194569.73,42768.87,58790.3,1.32,0.415,4.18,5.17,20101207,0,0
600171,上海贝岭,半导体,上海,200.46,67380.77,67380.77,207940.31,158077.0,8071.95,80176.53,1.19,0.058,2.75,5.64,19980924,1,0
002077,大港股份,区域地产,江苏,398.55,25199.25,58034.85,695044.94,376088.38,77700.06,281856.31,4.86,0.035,6.56,2.83,20061116,0,0
000983,西山煤电,煤炭开采,山西,126.44,315119.78,315120.0,5372759.5,1554721.5,2148048.0,93211.72,0.3,0.064,5.27,2.06,20000726,1,1
600246,万通地产,区域地产,北京,45.07,121680.0,205400.94,1484001.25,1358182.13,2427.59,354743.72,1.73,0.15,3.26,1.9,20000922,0,0
002227,奥 特 迅,电气设备,深圳,0.0,21956.91,22049.93,97565.11,70271.56,15057.76,31058.26,1.41,-0.038,3.51,8.12,20080506,0,0
002293,罗莱生活,纺织,江苏,29.05,69948.82,70181.54,385181.31,253685.63,39201.21,34850.14,0.5,0.37,3.82,3.75,20090910,0,0
000564,西安民生,百货,陕西,1742.93,51997.23,600782.81,4495441.0,2483108.0,411641.16,2529805.25,4.21,0.01,4.63,2.07,19940110,0,1
603567,珍宝岛,中成药,黑龙江,37.93,12916.0,84916.0,628790.31,461419.25,111017.42,122516.02,1.44,0.447,4.91,4.6,20150424,0,0
000828,东莞控股,路桥,广东,14.2,103951.7,103951.7,848974.38,259917.22,193417.02,114008.05,1.1,0.603,4.71,2.42,19970617,0,0
600208,新湖中宝,全国地产,浙江,45.51,763663.38,859934.38,9613196.0,7521103.0,22860.67,768068.94,0.89,0.081,2.67,1.83,19990623,0,0
600063,皖维高新,化纤,安徽,60.41,152011.31,164589.45,844718.81,170060.0,337778.47,59880.88,0.36,0.061,2.27,2.17,19970528,0,0
603011,合锻智能,机床制造,安徽,112.47,21170.0,44619.87,233245.45,135575.36,26764.95,101071.75,2.27,0.1,3.73,3.52,20141107,-100,-100
600985,雷鸣科化,化工原料,安徽,33.5,26285.47,26285.47,200738.91,72443.24,40410.46,43458.93,1.65,0.331,4.71,3.14,20040428,0,0
300244,迪安诊断,医疗保健,浙江,72.49,33083.23,55102.94,524398.19,303203.22,25521.18,85989.02,1.56,0.35,3.71,8.9,20110719,0,0
002049,紫光国芯,元器件,河北,59.8,59646.0,60681.8,433992.09,216855.95,33051.34,62544.01,1.03,0.455,5.16,7.03,20050606,1,0
603017,中衡设计,建筑施工,江苏,63.31,11953.25,27537.36,223832.3,115385.82,42301.53,97915.3,3.56,0.33,5.49,4.53,20141231,-100,-100
300079,数码视讯,通信设备,北京,59.07,120777.74,137779.39,396436.25,250290.02,35726.1,63776.36,0.46,0.105,2.45,3.39,20100430,0,0
603528,多伦科技,软件服务,江苏,51.78,5168.0,20668.0,185322.75,163770.31,13272.24,37208.1,1.8,1.33,6.29,12.99,20160503,0,0
600540,新赛股份,种植业,新疆,0.0,46312.32,47092.32,311359.59,156800.34,72435.15,80475.07,1.71,-0.012,2.3,3.63,20040107,0,0
600269,赣粤高速,路桥,江西,9.53,233540.7,233540.7,3192769.75,419357.31,2348959.75,183825.77,0.79,0.394,5.92,0.85,20000518,0,0
300217,东方电热,电器仪表,江苏,114.74,87022.14,127349.36,224347.66,166657.59,42256.9,4206.16,0.03,0.033,1.42,3.57,20110518,0,0
601098,中南传媒,出版业,湖南,21.22,179600.0,179600.0,1787848.25,1548587.5,134275.52,444338.75,2.47,0.655,6.74,2.75,20101028,0,1
300318,博晖创新,医疗保健,北京,303.03,38339.64,82148.18,211337.91,54397.01,33102.26,30166.68,0.37,0.025,1.71,5.91,20120523,0,0
002471,中超控股,电气设备,江苏,72.81,125785.1,126800.0,858151.38,647470.0,118467.32,2466.03,0.02,0.07,1.41,4.79,20100910,0,0
002633,申科股份,机械基件,浙江,0.0,8701.87,15000.0,61607.31,30214.66,20577.82,30301.55,2.02,-0.125,3.47,7.35,20111122,0,0
603898,好莱客,家居用品,广东,49.84,8723.4,29990.0,139658.56,75321.53,44168.92,31028.85,1.03,0.52,3.52,9.67,20150217,0,0
300131,英唐智控,元器件,深圳,56.21,62781.46,106952.64,361697.59,260717.0,345.45,52091.6,0.49,0.137,1.7,6.04,20101019,0,0
002369,卓翼科技,通信设备,深圳,454.05,41746.12,48400.3,261964.02,132361.66,95553.75,65853.65,1.36,0.02,2.79,4.29,20100316,0,0
603117,万林股份,仓储物流,江苏,85.21,23510.5,46232.08,452642.81,346886.75,75556.07,118200.55,2.56,0.17,4.78,3.62,20150629,0,0
603306,华懋科技,汽车配件,福建,33.9,7218.75,21390.0,141743.94,97117.8,31550.6,40289.9,1.88,0.86,5.61,6.79,20140926,0,0
002604,龙力生物,食品,山东,56.31,43143.21,59956.14,381360.84,115380.6,56820.4,184023.77,3.07,0.162,5.1,2.39,20110728,0,0
600824,益民集团,百货,上海,40.39,105402.71,105402.71,285702.38,111034.86,20827.99,15640.04,0.15,0.13,1.93,3.62,19940204,0,0
603686,龙马环卫,专用机械,福建,47.43,10625.0,27235.0,231120.42,206237.73,7701.22,33875.07,1.24,0.558,4.17,8.47,20150126,0,0
600303,曙光股份,汽车整车,辽宁,155.3,57450.6,67560.42,966291.31,472324.81,255328.02,110360.32,1.63,0.051,4.1,2.59,20001226,1,0
300545,联得装备,专用机械,深圳,241.89,1783.0,7130.58,55374.18,51998.12,1448.91,22213.5,3.12,0.42,6.31,16.3,20160928,0,0
002020,京新药业,化学制药,浙江,29.68,46329.07,63917.58,311029.16,144572.59,59870.07,120841.57,1.89,0.314,3.7,3.35,20040715,0,0
601616,广电电气,电气设备,上海,0.0,93557.5,93557.5,285808.56,178267.41,62396.05,134255.97,1.44,-0.089,2.52,2.82,20110201,0,0
300425,环能科技,环境保护,四川,103.05,6831.66,17662.13,137098.3,80713.24,29330.45,64071.36,3.63,0.247,6.23,5.44,20150216,0,0
600499,科达洁能,专用机械,广东,26.34,137747.34,141146.44,823903.69,470689.25,192361.41,28093.91,0.2,0.42,2.91,3.07,20021010,0,0
300043,星辉娱乐,文教休闲,广东,31.73,78949.35,124419.84,509415.69,128499.63,100147.11,6789.27,0.05,0.298,1.82,6.94,20100120,0,0
600104,上汽集团,汽车整车,上海,8.41,1102556.63,1102556.63,54494580.0,29309072.0,4209782.5,4098541.5,3.72,2.094,16.7,1.41,19971125,0,0
000631,顺发恒业,区域地产,吉林,35.41,216629.63,243251.92,1629098.88,1461771.38,1179.62,139033.5,0.57,0.115,2.26,2.41,19961122,0,0
600667,太极实业,半导体,江苏,203.4,119127.42,119127.42,506275.41,179150.88,249310.16,30518.89,0.26,0.034,1.41,6.49,19930728,0,0
300255,常山药业,生物制药,河北,64.09,59805.14,93496.68,310165.38,210069.84,47144.53,56688.44,0.61,0.107,2.32,3.94,20110819,0,0
600643,爱建集团,多元金融,上海,29.96,143402.78,143713.98,1191177.75,401013.84,2830.15,255416.84,1.78,0.322,4.31,2.98,19930426,0,0
600990,四创电子,通信设备,安徽,252.61,13670.2,13670.2,369478.81,259809.91,13772.67,41637.9,3.05,0.219,7.62,9.69,20040510,0,0
002172,澳洋科技,化纤,江苏,30.37,55291.64,73349.45,402690.44,180623.02,181351.98,69709.4,0.95,0.274,1.62,6.84,20070921,0,0
300329,海伦钢琴,文教休闲,浙江,133.27,24075.9,25128.99,91116.05,64575.11,18890.88,34978.73,1.39,0.105,3.16,5.88,20120619,0,0
603123,翠微股份,百货,北京,77.0,36839.48,52414.42,510222.69,180584.91,205716.22,173578.56,3.31,0.109,5.51,2.03,20120503,0,0
